county,state,season,report_num,latitude,longitude,date,number,classification,temp_hi,temp_lo,id
Morris County,New Jersey,Fall,Report 24928: Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge in Rockaway,40.93552,-74.49518,2009,24928,Class B,55.69,54.22,34
Morris County,New Jersey,Spring,Report 29139: Afternoon sighting while hiking at Mahlon Dickerson Reservation,41.01941,-74.57013,2013,29139,Class A,49.84,39.27,34
Ocean County,New Jersey,Winter,Report 12825: Possible vocalizations heard in undeveloped section of Ocean County,39.7384,-74.2975,2005,12825,Class B,61.55,59.05,34
Ocean County,New Jersey,Summer,Report 15062: Possible intimidation in the Pine Barrens,39.934,-74.3966,2006,15062,Class B,89.01,80.445,34
Ocean County,New Jersey,Summer,Report 24738: Man recalls incident years before among homes near Brick,40.053,-74.1301,2009,24738,Class B,29.38,24.435,34
Ocean County,New Jersey,Fall,Report 56480: Men have early morning sighting on way to job site near Manchester,39.98216,-74.36187,2016,56480,Class A,42.8,40.15,34
Ocean County,New Jersey,Spring,Report 59280: Couple have possible daytime encounter in the Pine Barrens near the town of Brown Mills,39.94853,-74.42721,2018,59280,Class B,44.53,38.175,34
Passaic County,New Jersey,Fall,Report 10918: Hunter has early morning encounter 8 miles north of Riverdale,41.08335,-74.321,2005,10918,Class A,32.99,25.915,34
Passaic County,New Jersey,Summer,Report 16248: Possible vocalization heard by fisherman at Monksville Reservoir,41.1445,-74.29085,2007,16248,Class B,41.18,39.33,34
Salem County,New Jersey,Winter,Report 40462: Night time road crossing near Woodstown,39.70852,-75.38251,2012,40462,Class A,34.53,33.35,34
Somerset County,New Jersey,Summer,Report 63569: Teens observe a Bigfoot in daylight on a gas line route between Hillsborough and East Amwell townships,40.45815,-74.77675,2008,63569,Class A,85.2,73.705,34
Sussex County,New Jersey,Fall,Report 7185: Teens have scary encounter in abandoned creamery near Sussex,41.2145,-74.5995,1976,7185,Class B,NA,NA,34
Sussex County,New Jersey,Summer,Report 29336: Recollection of a late night road crossing while driving near Branchville,41.13498,-74.80315,1977,29336,Class A,NA,NA,34
Sussex County,New Jersey,Summer,Report 34572: Man recalls hearing strange howls while camping in High Point State Park,41.29596,-74.68832,1990,34572,Class B,71.3,NA,34
Sussex County,New Jersey,Summer,Report 39639: Campers retreat to their vehicles due to a loud unknown vocalization near High Point State Park,41.30566,-74.6854,1991,39639,Class B,77.19,NA,34
Sussex County,New Jersey,Winter,Report 22192: Possible screams and stalking heard by seven campers out Newton,40.99567,-74.78004,1995,22192,Class B,45.08,NA,34
Sussex County,New Jersey,Fall,"Report 16701: Nighttime encounter at a garbage dumpster in Hamburg, near the Delware Water Gap.",41.14652,-74.59959,1997,16701,Class A,35.22,NA,34
Sussex County,New Jersey,Summer,Report 49096: Campers have possible encounter while staying in High Point State Park,41.29453,-74.68758,2015,49096,Class B,82.1,70.385,34
Sussex County,New Jersey,Fall,Report 39329: Trio remember observing a tall biped figure by a golf course in Vernon,41.17838,-74.52625,2015,39329,Class B,49.33,46.775,34
Sussex County,New Jersey,Summer,Report 48988: Possible daylight sighting by a young girl catching frogs at Pleasant Acres Campground,41.27412,-74.64189,2016,48988,Class B,36.17,29.135,34
Coos County,New Hampshire,Fall,Report 48403: Farmer hears possible nighttime vocalizations outside Errol,44.79969,-71.1794,2014,48403,Class B,58.28,50.92,33
Hillsborough County,New Hampshire,Spring,Report 52031: Family reports strange ongoing activity near Greenville,42.78378,-71.77646,2016,52031,Class B,70.66,63.835,33
Merrimack County,New Hampshire,Fall,Report 48354: Woman recalls scary night while at a Girl Scout campground in Bear Brook State Park,43.11074,-71.35414,1970,48354,Class B,55.2,42.88,33
Merrimack County,New Hampshire,Winter,Report 1975: Couples hears late night scream in Loudon,43.28556,-71.46778,2001,1975,Class B,21.08,14.84,33
Socorro County,New Mexico,Winter,Report 66089: Night time sighting on I-25 within Bosque del Apache National Wildlife Refuge,33.82819,-106.9285,1986,66089,Class A,50.74,NA,35
San Miguel County,New Mexico,Fall,"Report 43399: Scientist skeptic has early morning encounter behind gas station near Las Vegas, NM",35.52162,-105.2526,2013,43399,Class A,55.19,40.79,35
Rio Arriba County,New Mexico,Fall,Report 20011: Hunters experience powerfull knocks on camper and hear vocalizations outside Jicarilla Indian Reservation,36.4178,-107.1612,1982,20011,Class B,NA,NA,35
McKinley County,New Mexico,Fall,Report 10266: Witness sees unknown animal cross dirt road near New Mexico State Route 264,35.63736,-108.8676,2002,10266,Class A,74.6,64.7,35
Colfax County,New Mexico,Winter,Report 10349: Motorist has nighttime sighting below Raton Pass,36.9934,-104.4801,2005,10349,Class A,61.35,44.63,35
Storey County,Nevada,Summer,Report 3455: Two security guards see a creature outside of Gold Hill,39.29056,-119.6564,1980,3455,Class A,73.96,55.135,32
Humboldt County,Nevada,Winter,Report 20780: Hikers spot a dark figure walking on a snowy mountainside near Winnemucca,40.52737,-118.1806,2005,20780,Class B,25.44,20.48,32
McKinley County,New Mexico,Fall,Report 12994: Man observes creature walking across road.,35.58565,-107.9978,2005,12994,Class A,55.76,48.065,35
McKinley County,New Mexico,Winter,"Report 28964: Motorist has close-range encounter with large, hairy biped south of Thoreau",35.37201,-108.2034,2011,28964,Class A,47.91,35.72,35
McKinley County,New Mexico,Summer,Report 34460: A large biped seen in headlights on a moonlit night in the Chuska Mountains,36.0605,-108.84,2011,34460,Class A,76.11,66.11,35
Otero County,New Mexico,Summer,Report 1918: Nighttime sightings on Mescalero IR,33.27735,-105.7395,2001,1918,Class A,81.53,69.825,35
Otero County,New Mexico,Spring,Report 10126: Possible night time sighting by a resident in the Carrizo neighborhood of Mescalero IR,33.2516,-105.7197,2004,10126,Class B,84.91,66.79,35
Otero County,New Mexico,Summer,Report 10114: A few witnesses see something reach through an open window in Mescalero N.M.,33.15405,-105.7947,2004,10114,Class A,67.72,59.7,35
Otero County,New Mexico,Winter,"Report 23585: Mescalero Reservation resident sees silhouetted figure swaying at window, large footprints outside house",33.27094,-105.7338,2008,23585,Class B,57.9,47.49,35
Rio Arriba County,New Mexico,Spring,Report 8409: Sasquatch reaches into tent of adult camper,35.98475,-106.8803,1983,8409,Class A,NA,NA,35
Rio Arriba County,New Mexico,Winter,Report 11526: Water hauler has late night encounter,36.7474,-107.6021,2004,11526,Class A,45.92,36.62,35
Rio Arriba County,New Mexico,Winter,Report 11109: Close range night time sighting by water hauler near Gobernador (on BLM land).,36.72065,-107.3956,2005,11109,Class A,51.82,44.24,35
Rio Arriba County,New Mexico,Summer,Report 11976: Vocalizations heard near Dulce,36.91475,-106.9958,2005,11976,Class B,88.74,71.26,35
Rio Arriba County,New Mexico,Summer,Report 12418: Various sounds heard during the BFRO's Jemez Mts. expedition.,36.095,-106.9571,2005,12418,Class B,78.6,66.73,35
Rio Arriba County,New Mexico,Summer,Report 69437: Possible Sasquatch wood knocks in forested riverbed beside Chama during lockdown,36.90237,-106.5784,2020,69437,Class B,82.63,67.48,35
San Juan County,New Mexico,Spring,Report 12542: River guide sees skinny bigfoot at dusk,36.81315,-108.7608,2002,12542,Class A,42.07,32.42,35
San Juan County,New Mexico,Spring,Report 4538: Early evening sighting in meadow near Narbona Pass in the Chuska Mountains,36.126,-108.87,2002,4538,Class A,NA,NA,35
San Juan County,New Mexico,Fall,Report 11589: Mother and daughter see creature from the road,36.39135,-109.0612,2003,11589,Class A,NA,NA,35
San Juan County,New Mexico,Summer,"Report 12271: Possible visitation at a camp, 10 miles northeast of Whiskey Lake.",36.14505,-108.8548,2005,12271,Class B,66.88,61.375,35
San Juan County,New Mexico,Fall,Report 12915: Zoologist hears wood knocking.,36.39135,-109.0612,2005,12915,Class B,NA,NA,35
San Juan County,New Mexico,Spring,Report 26414: Daytime sighting by two men while driving near Narbona Pass,36.08089,-108.892,2009,26414,Class A,72.23,57.735,35
Burlington County,New Jersey,Summer,"Report 14143: Night sighting by motorists near Garden State Parkway, exit 52",39.60835,-74.43445,1998,14143,Class A,86.15,78.015,34
Burlington County,New Jersey,Fall,Report 11168: Late night sighting by motorists in Crosswicks,40.16465,-74.68135,2005,11168,Class A,34.93,27.85,34
Burlington County,New Jersey,Fall,"Report 10249: Night time sighting in Wharton State Forest, within five miles of Batsto",39.652,-74.6298,2005,10249,Class B,52.02,40.87,34
Burlington County,New Jersey,Winter,Report 13515: Late afternoon sighting in the Pine Barrens,39.7962,-74.3749,2006,13515,Class A,53.7,51.03,34
Burlington County,New Jersey,Fall,Report 14232: Possible Nightime Encounter In Wharton State Forest,39.8234,-74.70135,2006,14232,Class B,67.53,61.75,34
Burlington County,New Jersey,Spring,Report 45903: Camper has nightime intimidation encounter in the Pine Barrens,39.69191,-74.55341,2013,45903,Class B,64.31,60.41,34
Burlington County,New Jersey,Summer,Report 63235: Motorist spots juvenile sasquatch near Speedwell entrance to Franklin Parker Preserve,39.7784,-74.54086,2019,63235,Class A,85.53,77.185,34
Cape May County,New Jersey,Fall,Report 55961: Men see upright creature walking in front of a home at dusk near Ocean City,39.22348,-74.69759,2016,55961,Class B,60.4,53.51,34
Esmeralda County,Nevada,Summer,Report 22386: Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn.,37.8583,-118.325,2004,22386,Class A,61.08,42.435,32
Douglas County,Nevada,Fall,Report 5909: Two Hikers Have Close Encounter Near Genoa,39.00056,-119.8458,1984,5909,Class A,82.83,NA,32
Wayne County,New York,Fall,"Report 26566: Man observes tall, white hair-covered creature during a family gathering near Lake Ontario",43.27314,-76.89331,2003,26566,Class A,70.3,60.38,36
Tioga County,New York,Winter,Report 7890: Two hunters experience vocalizations and encounter very large unknown animal,42.40489,-76.17366,2001,7890,Class B,19.57,13.235,36
Schuyler County,New York,Fall,Report 1450: Motorists and firefighters observe a sasquatch darting across Rt. 224 SE of Odessa,42.32724,-76.75318,1999,1450,Class A,76.42,68.165,36
Putnam County,New York,Summer,Report 11841: Two young boys see crouching animal,41.5036,-73.7171,1980,11841,Class A,68.27,64.41,36
Otsego County,New York,Summer,Report 13874: Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town),42.56379,-74.8865,1973,13874,Class A,NA,NA,36
Orleans County,New York,Spring,"Report 11089: Two young boys experience powerful, high-pitched vocalization",43.26886,-78.28014,1992,11089,Class B,NA,NA,36
Orleans County,New York,Spring,Report 18122: Morning sighting by motorist at railroad crossing near Median,43.22649,-78.3253,1997,18122,Class A,53.72,46.16,36
Orleans County,New York,Summer,"Report 7939: Powerful vocalizations heard near town of Albion, NY",43.2265,-78.1946,2002,7939,Class B,82.25,74.145,36
Orleans County,New York,Winter,Report 11688: Husband and wife see animal near garbage dump,43.34806,-78.23962,2003,11688,Class A,30.52,NA,36
Otsego County,New York,Spring,Report 12388: Women sees tall animal pass by her bedroom window in morning daylight (8:00 AM).,42.32921,-75.3811,2004,12388,Class A,59.6,55.05,36
Putnam County,New York,Summer,"Report 15144: Possible red eyeshine in woods near Garrison, New York",41.38084,-73.91649,2004,15144,Class B,66.86,58.62,36
Putnam County,New York,Spring,Report 65469: Knocks heard from Great Croton Swamp south of Pawling,41.49887,-73.59659,2020,65469,Class B,70.25,61.15,36
Rockland County,New York,Summer,Report 28105: Two fishermen frightened after dark on Lake Kanawauke,41.23296,-74.11488,2015,28105,Class B,77.05,67.665,36
St. Lawrence County,New York,Spring,Report 25661: Wood knocks heard and tracks found near Canton,44.62185,-75.58825,2009,25661,Class B,52.09,42.545,36
Steuben County,New York,Spring,Report 13662: Daylight sighting near a railroad bed and the Canisteo River,42.28045,-77.60525,1980,13662,Class A,NA,NA,36
Steuben County,New York,Fall,Report 19836: Campers describe incidents over 3-4 hours with unseen animal near their camp outside Prattsburgh,42.54346,-77.36516,2003,19836,Class B,33.96,24.41,36
Steuben County,New York,Fall,Report 68932: Resident observes a sasquatch near homes at 2-3am on the outskirts of Bath,42.33473,-77.29253,2012,68932,Class A,44.77,32.945,36
Tioga County,New York,Fall,Report 10136: Close roadside observation of female upright animal along country road,42.1174,-75.64853,2001,10136,Class A,54.17,49.21,36
Ulster County,New York,Spring,Report 7514: Video footage shot at dusk shows a primate in a tree in the background.,41.66955,-74.0863,1997,7514,Class B,66.4,54.885,36
Warren County,New York,Summer,"Report 20363: Campers describe a possible approach to a camp near Lake George, Adirondacks",43.7268,-73.52,2001,20363,Class B,79.36,64.88,36
Warren County,New York,Spring,Report 15565: Possible vocalizaitons heard approx. two miles from Sabbath Day Point,43.6678,-73.51238,2002,15565,Class B,63.75,54.12,36
Warren County,New York,Spring,Report 15566: Possible vocalizations heard near Sabbath Day Point,43.66344,-73.56614,2006,15566,Class B,71.88,59.085,36
Warren County,New York,Summer,Report 16540: Possible stalking of hikers on Prospect Mt. near Lake George,43.42645,-73.741,2006,16540,Class B,49.88,41,36
Warren County,New York,Summer,Report 21488: Female hiker describes rocks being thrown at her and female companion near Sabbath Day Point,43.64706,-75.57448,2007,21488,Class B,61.92,52.385,36
Warren County,New York,Summer,Report 26338: Possible vocalizations heard by campers In Lake Luzerne area,43.32,-73.81,2009,26338,Class B,77.49,70.25,36
Warren County,New York,Summer,Report 59838: Motorist sighting at night approx 2 miles from NY/VT state line outside Whitehall,43.55915,-73.34116,2018,59838,Class A,87.29,78.635,36
Washington County,New York,Fall,Report 15398: Possible tracks & smell noticed by hunter at Black Mountain outside Whitehall,43.56211,-73.45947,1999,15398,Class B,62.51,50.64,36
Washington County,New York,Spring,Report 55727: Married couple has possible daytime sighting while boating on Lake George,43.35086,-73.34347,2015,55727,Class B,72.72,62.87,36
Washington County,New York,Summer,Report 65975: Afternoon sighting by dog walker in Whitehall,43.56058,-73.40212,2019,65975,Class A,76.71,65.17,36
Ontario County,New York,Fall,Report 7368: Morning sighting by deer hunter near Naples,42.6153,-77.4028,2006,7368,Class A,62.85,51.8,36
Onondaga County,New York,Summer,Report 57998: Strange occurrences remembered that happened at a golf course in Syracuse,43.00972,-76.10047,2017,57998,Class B,66.18,63.83,36
